legacy_triple_index,subject,relation,object,publication_year,evidence_quote,provenance_recovery_status,paper_id,chunk_index,source_title,source_modality,sentence_offset,model_name,prompt_version
96,microservices architecture,IMPROVES,scalability,2022,"Microservices architecture emerges as a promising software design approach that provides large scale software systems with flexibility, scalability and fault tolerance.",unique_normalized_exact_quote_match,fb0262ce63a579b385fe11af143a4e3f43004429,0,Trusted Microservices: A Security Framework for Users' Interaction with Microservices Applications,abstract,,,
97,security controls,ADDRESSES,vulnerabilities,2025,"In this paper, we examine the relevant vulnerabilities and security controls for ensuring the security of applications built on microservice architectures.",unique_normalized_exact_quote_match,3e79afab87dcdbd581962c370e070859a6b7f44d,0,Authentication Challenges and Solutions in Microservice Architectures,abstract,,,
98,security controls,APPLIED_TO,microservice architectures,2025,"In this paper, we examine the relevant vulnerabilities and security controls for ensuring the security of applications built on microservice architectures.",unique_normalized_exact_quote_match,3e79afab87dcdbd581962c370e070859a6b7f44d,0,Authentication Challenges and Solutions in Microservice Architectures,abstract,,,
99,Zero Trust security principles,USES,Spring Boot security components,2025,Zero Trust security principles are used to conceptualize and implement a secure ecosystem using Spring Boot security components and Docker infrastructure.,unique_normalized_exact_quote_match,3e79afab87dcdbd581962c370e070859a6b7f44d,0,Authentication Challenges and Solutions in Microservice Architectures,abstract,,,
100,Zero Trust security principles,USES,Docker infrastructure,2025,Zero Trust security principles are used to conceptualize and implement a secure ecosystem using Spring Boot security components and Docker infrastructure.,unique_normalized_exact_quote_match,3e79afab87dcdbd581962c370e070859a6b7f44d,0,Authentication Challenges and Solutions in Microservice Architectures,abstract,,,
101,machine learning,IMPROVES,intrusion detection systems,2023,machine learning provided improved functionality for intrusion detection systems,unique_normalized_exact_quote_match,48a956f86a7505177d4f651644122259251fd493,0,Evaluation of Machine Learning for Intrusion Detection in Microservice Applications,abstract,,,
102,machine learning techniques,USES,system call data,2023,The data was used to train and test machine learning techniques,unique_normalized_exact_quote_match,48a956f86a7505177d4f651644122259251fd493,0,Evaluation of Machine Learning for Intrusion Detection in Microservice Applications,abstract,,,
103,machine learning techniques,APPLIED_TO,microservice scenario,2023,evaluation of machine learning techniques for intrusion detection in a microservice scenario,unique_normalized_exact_quote_match,48a956f86a7505177d4f651644122259251fd493,0,Evaluation of Machine Learning for Intrusion Detection in Microservice Applications,abstract,,,
104,machine-learning-based intrusion detection,LACKS,improved data processing and representation,2023,"to enhance detection, it is required to improve data processing and representation for this type of scenario.",unique_normalized_exact_quote_match,48a956f86a7505177d4f651644122259251fd493,0,Evaluation of Machine Learning for Intrusion Detection in Microservice Applications,abstract,,,
105,Logic Scoring of Preference (LSP),APPLIED_TO,attack detection in microservice applications,2023,"This paper explores the applicability of Logic Scoring of Preference (LSP), a multi-criteria decision-making method to compute a score based on a set of preferences, for attack detection in microservice applications.",unique_normalized_exact_quote_match,cf206555bb0eb545921dcfcaac0f36ad0d4025f6,0,Exploring Logic Scoring of Preference for DoS Attack Detection in Microservice Applications,abstract,,,
106,Logic Scoring of Preference (LSP),USES,application-level metrics,2023,define a model based on LSP and application-level metrics,unique_normalized_exact_quote_match,cf206555bb0eb545921dcfcaac0f36ad0d4025f6,0,Exploring Logic Scoring of Preference for DoS Attack Detection in Microservice Applications,abstract,,,
107,Logic Scoring of Preference (LSP),ADDRESSES,DoS attacks,2023,define a model based on LSP and application-level metrics to characterize the impact of DoS attacks.,unique_normalized_exact_quote_match,cf206555bb0eb545921dcfcaac0f36ad0d4025f6,0,Exploring Logic Scoring of Preference for DoS Attack Detection in Microservice Applications,abstract,,,
108,Logic Scoring of Preference (LSP),PRODUCES,"precision, recall, and f1-score rates of more than 80%",2023,"The results of the experimental study show precision, recall, and f1-score rates of more than 80%, indicating that LSP could effectively characterize the application under attack",unique_normalized_exact_quote_match,cf206555bb0eb545921dcfcaac0f36ad0d4025f6,0,Exploring Logic Scoring of Preference for DoS Attack Detection in Microservice Applications,abstract,,,
109,two layered policy-driven security mechanism,ADDRESSES,weak authentication mechanism or misconfiguration of security policies,2025,"To address these issues, we propose two layered policy-driven security mechanism for securing microservices workflow in Kubernetes cluster.",unique_normalized_exact_quote_match,fdd5e416e4555382978ba18cfd599ae95d621fa8,0,A Policy-Driven Approach for Securing Microservices Workflow in Kubernetes Cluster,abstract,,,
110,two layered policy-driven security mechanism,APPLIED_TO,Kubernetes based microservices,2025,we propose two layered policy-driven security mechanism for securing microservices workflow in Kubernetes cluster.,unique_normalized_exact_quote_match,fdd5e416e4555382978ba18cfd599ae95d621fa8,0,A Policy-Driven Approach for Securing Microservices Workflow in Kubernetes Cluster,abstract,,,
111,two layered policy-driven security mechanism,USES,mutual TLS,2025,The first layer employs mutual TLS (mTLS) for secure service-to-service authentication using the Istio service mesh.,unique_normalized_exact_quote_match,fdd5e416e4555382978ba18cfd599ae95d621fa8,0,A Policy-Driven Approach for Securing Microservices Workflow in Kubernetes Cluster,abstract,,,
112,mutual TLS,USES,Istio service mesh,2025,The first layer employs mutual TLS (mTLS) for secure service-to-service authentication using the Istio service mesh.,unique_normalized_exact_quote_match,fdd5e416e4555382978ba18cfd599ae95d621fa8,0,A Policy-Driven Approach for Securing Microservices Workflow in Kubernetes Cluster,abstract,,,
113,workflow-based authorization policy,USES,Open Policy Agent (OPA) Gatekeeper,2025,The second layer introduces workflow-based authorization policy enforced through Open Policy Agent (OPA) Gatekeeper.,unique_normalized_exact_quote_match,fdd5e416e4555382978ba18cfd599ae95d621fa8,0,A Policy-Driven Approach for Securing Microservices Workflow in Kubernetes Cluster,abstract,,,
114,two layered policy-driven security mechanism,PRODUCES,blocking unauthorized access,2025,Experimental results demonstrate that unauthorized access is effectively blocked at the entry point,unique_normalized_exact_quote_match,fdd5e416e4555382978ba18cfd599ae95d621fa8,0,A Policy-Driven Approach for Securing Microservices Workflow in Kubernetes Cluster,abstract,,,
115,Zero Trust Security,APPLIED_TO,microservice architecture of EHR systems,2024,proposes the integration of Zero Trust Security (ZTS) into the microservice architecture of EHR systems,unique_normalized_exact_quote_match,3563672869e4da6734c7670425c2b00a4267e882,0,Implementing Zero Trust Security in Microservice Architecture of Electronic Health Record,abstract,,,
116,Zero Trust Security,ADDRESSES,"insider threats, unauthorized access, and data breaches",2024,"proposes a comprehensive ZTS-based solution tailored to mitigate insider threats, unauthorized access, and data breaches.",unique_normalized_exact_quote_match,3563672869e4da6734c7670425c2b00a4267e882,0,Implementing Zero Trust Security in Microservice Architecture of Electronic Health Record,abstract,,,
117,Zero Trust Security,IMPROVES,resilience and regulatory compliance of EHR systems,2024,The findings demonstrate how ZTS can bolster the resilience and regulatory compliance of EHR systems,unique_normalized_exact_quote_match,3563672869e4da6734c7670425c2b00a4267e882,0,Implementing Zero Trust Security in Microservice Architecture of Electronic Health Record,abstract,,,
118,microservices architecture,IMPROVES,scalability and flexibility,2024,The microservices architecture further enhances scalability and flexibility,unique_normalized_exact_quote_match,3563672869e4da6734c7670425c2b00a4267e882,0,Implementing Zero Trust Security in Microservice Architecture of Electronic Health Record,abstract,,,
119,DevOps,IMPROVES,software delivery agility,2025,"DevOps and microservices architectures are increasingly being adopted by organizations to improve software delivery agility, scalability, and speed.",unique_normalized_exact_quote_match,6cc02409e8cadd38d0530b8f232b044d1dad2a91,0,Building Automated Security Pipeline for Containerized Microservices,abstract,,,
120,microservices architectures,IMPROVES,software delivery agility,2025,"DevOps and microservices architectures are increasingly being adopted by organizations to improve software delivery agility, scalability, and speed.",unique_normalized_exact_quote_match,6cc02409e8cadd38d0530b8f232b044d1dad2a91,0,Building Automated Security Pipeline for Containerized Microservices,abstract,,,
121,automated security pipelines,USES,SAST,2025,solutions for developing automated security pipelines using tools like SAST and DAST,unique_normalized_exact_quote_match,6cc02409e8cadd38d0530b8f232b044d1dad2a91,0,Building Automated Security Pipeline for Containerized Microservices,abstract,,,
122,automated security pipelines,USES,DAST,2025,solutions for developing automated security pipelines using tools like SAST and DAST,unique_normalized_exact_quote_match,6cc02409e8cadd38d0530b8f232b044d1dad2a91,0,Building Automated Security Pipeline for Containerized Microservices,abstract,,,
123,automating security checks,APPLIED_TO,CI CD pipeline,2025,"automating security checks including vulnerability scanning, security testing, and policy enforcement within the CI CD pipeline.",unique_normalized_exact_quote_match,6cc02409e8cadd38d0530b8f232b044d1dad2a91,0,Building Automated Security Pipeline for Containerized Microservices,abstract,,,
124,proposed architectural framework,USES,Zero Trust Security,2024,proposed architectural framework for implementing Zero Trust Security (ZTS),unique_normalized_exact_quote_match,f473421518c9dff903386b4974536d7fd245e96d,0,Implementing Zero Trust Security in Multi-Cloud Microservices Platforms: A Review and Architectural Framework,abstract,,,
125,proposed architectural framework,APPLIED_TO,multi-cloud microservices environments,2024,proposed architectural framework for implementing Zero Trust Security (ZTS) in multi-cloud microservices environments,unique_normalized_exact_quote_match,f473421518c9dff903386b4974536d7fd245e96d,0,Implementing Zero Trust Security in Multi-Cloud Microservices Platforms: A Review and Architectural Framework,abstract,,,
